web-scraper-order,web-scraper-start-url,fandom,relationship,title,datetime,kudos,rating,warnings,tags
"1715628003-46","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","Creator Chose Not To Use Archive Warnings",""
"1715628003-47","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","High School"
"1715628003-48","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","Sisters"
"1715628003-49","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","Mystery"
"1715628003-50","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","Murder Mystery"
"1715628003-51","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","Family"
"1715628003-52","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","Implied/Referenced Child Abuse"
"1715628003-53","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","References to Drugs"
"1715628003-54","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","Foster Care"
"1715628003-55","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","USWNT - Fandom","Servando Carrasco/Alex Morgan","The Player and The Freckled Girl","","","","","Abuse"
"1715628003-56","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","SharetheLiebe Come Back!","04 Jul 2017","","","",""
"1715628003-57","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","SharetheLiebe Come Back!","","19","","",""
"1715628003-58","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","SharetheLiebe Come Back!","","","Not Rated","",""
"1715628003-59","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","SharetheLiebe Come Back!","","","","Creator Chose Not To Use Archive Warnings",""
"1715628003-60","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","What?","04 Apr 2016","","","",""
"1715628003-61","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","What?","","19","","",""
"1715628003-62","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","What?","","","Teen And Up Audiences","",""
"1715628003-63","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","What?","","","","Creator Chose Not To Use Archive Warnings",""
"1715628003-64","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Association Football | Women's Soccer RPF","Zecira Musovic/Amanda Ilestedt","Coming Back To You.","02 May 2024","","","",""
"1715628003-65","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Association Football | Women's Soccer RPF","Zecira Musovic/Amanda Ilestedt","Coming Back To You.","","17","","",""
"1715628003-66","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Association Football | Women's Soccer RPF","Zecira Musovic/Amanda Ilestedt","Coming Back To You.","","","Teen And Up Audiences","",""
"1715628003-67","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Association Football | Women's Soccer RPF","Zecira Musovic/Amanda Ilestedt","Coming Back To You.","","","","Creator Chose Not To Use Archive Warnings",""
"1715628003-68","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Association Football | Women's Soccer RPF","Zecira Musovic/Amanda Ilestedt","Coming Back To You.","","","","","#rarepairings #love"
"1715628003-69","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","woso","Alyssa Naeher/Becky Sauerbrunn","Wedded 'Blyss' (Becky and Lyssa)","20 May 2022","","","",""
"1715628003-70","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","woso","Alyssa Naeher/Becky Sauerbrunn","Wedded 'Blyss' (Becky and Lyssa)","","17","","",""
"1715628003-71","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","woso","Alyssa Naeher/Becky Sauerbrunn","Wedded 'Blyss' (Becky and Lyssa)","","","Explicit","",""
"1715628003-72","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","woso","Alyssa Naeher/Becky Sauerbrunn","Wedded 'Blyss' (Becky and Lyssa)","","","","Creator Chose Not To Use Archive Warnings",""
"1715628003-73","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","woso","Alyssa Naeher/Becky Sauerbrunn","Wedded 'Blyss' (Becky and Lyssa)","","","","","USWNT"
"1715628003-74","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","woso","Alyssa Naeher/Becky Sauerbrunn","Wedded 'Blyss' (Becky and Lyssa)","","","","","NWSL"
"1715628003-75","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","You Can't Plant Me In Your Penthouse","11 Apr 2021","","","",""
"1715628003-76","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","You Can't Plant Me In Your Penthouse","","15","","",""
"1715628003-77","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","You Can't Plant Me In Your Penthouse","","","Mature","",""
"1715628003-78","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","You Can't Plant Me In Your Penthouse","","","","No Archive Warnings Apply",""
"1715628003-79","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","You Can't Plant Me In Your Penthouse","","","","","US Women's Soccer National Team"
"1715628003-80","https://archiveofourown.org/tags/Ashlyn%20Harris*s*Ali%20Krieger/works?commit=Sort+and+Filter&page=50&work_search%5Bcomplete%5D=&work_search%5Bcrossover%5D=&work_search%5Bdate_from%5D=&work_search%5Bdate_to%5D=&work_search%5Bexcluded_tag_names%5D=&work_search%5Blanguage_id%5D=&work_search%5Bother_tag_names%5D=&work_search%5Bquery%5D=&work_search%5Bsort_column%5D=kudos_count&work_search%5Bwords_from%5D=&work_search%5Bwords_to%5D=","Women's Soccer RPF","Ashlyn Harris/Ali Krieger","You Can't Plant Me In Your Penthouse","","","","","Love"
